# ----------------------------------------
# Traffic acquisition: Session Updated Channel Group
# Account: MyPlace GA4
# Property: My Place Hotels of America (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20251001
# End date: 20251231
Session Updated Channel Group,Date,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Total revenue
Referral,20251019,1087,1113,50,3.6082659478885892,0.045998160073597055,3.3827493261455523,0.044923629829290206,3765,7,0.006289308176100629,2844.39
Direct,20251015,1081,1204,665,48.30232558139535,0.6151711378353376,7.6112956810631225,0.5523255813953488,9164,38,0.029900332225913623,10604.38
Referral,20251024,1076,1092,70,6.066849816849817,0.06505576208178439,3.423992673992674,0.0641025641025641,3739,7,0.00641025641025641,2665.14
Property WiFi    ,20251024,1072,1164,164,5.492268041237113,0.15298507462686567,3.1537800687285222,0.140893470790378,3671,0,0,0
Property WiFi    ,20251107,1071,1132,133,3.7720848056537104,0.12418300653594772,3.1713780918727914,0.11749116607773852,3590,0,0,0
Direct,20251208,1065,1124,721,50.654804270462634,0.6769953051643193,7.390569395017794,0.641459074733096,8307,28,0.023131672597864767,6188.01
Property WiFi    ,20251108,1063,1122,142,4.74331550802139,0.13358419567262464,3.1827094474153297,0.1265597147950089,3571,0,0,0
Direct,20251013,1061,1173,669,53.486786018755325,0.6305372290292177,8.005967604433078,0.5703324808184144,9391,52,0.03751065643648764,12580.56
Referral,20251025,1057,1075,52,4.754418604651163,0.04919583727530748,3.3655813953488374,0.04837209302325581,3618,6,0.005581395348837209,1904.88
Direct,20251024,1052,1164,579,40.43213058419244,0.5503802281368821,7.151202749140894,0.49742268041237114,8324,25,0.020618556701030927,6535.6
Unassigned,20251009,1046,1139,103,6.982440737489026,0.09847036328871893,3.388059701492537,0.09043020193151888,3859,6,0.0052677787532923615,2142.1
Referral,20251017,1035,1066,61,5.144465290806754,0.05893719806763285,3.4699812382739212,0.05722326454033771,3699,9,0.0075046904315197,9558.94
Referral,20251016,1033,1061,55,4.7945334590009425,0.05324298160696999,3.429783223374175,0.051837888784165884,3639,7,0.00471253534401508,1957.06
Referral,20251011,1032,1040,35,3.9875,0.03391472868217054,3.269230769230769,0.03365384615384615,3400,3,0.0019230769230769232,937.1
Referral,20251003,1027,1053,74,5.533713200379867,0.07205452775073028,3.415954415954416,0.07027540360873694,3597,10,0.008547008547008548,3131.65
Property WiFi    ,20251114,1026,1084,123,5.273985239852398,0.11988304093567251,3.1845018450184504,0.11346863468634687,3452,0,0,0
Property WiFi    ,20251018,1011,1097,138,5.3053783044667275,0.13649851632047477,3.1494986326344576,0.12579762989972654,3455,0,0,0
Referral,20251018,1006,1020,50,4.517647058823529,0.04970178926441352,3.407843137254902,0.049019607843137254,3476,3,0.0029411764705882353,992.85
Unassigned,20251011,1002,1116,69,3.076164874551971,0.0688622754491018,3.295698924731183,0.06182795698924731,3678,3,0.002688172043010753,367.5
Direct,20251014,1001,1129,547,42.143489813994684,0.5464535464535465,7.04074402125775,0.4844995571302037,7949,32,0.02745792736935341,10299.34
Referral,20251026,998,1013,31,3.676209279368213,0.031062124248496994,3.261599210266535,0.03060217176702863,3304,3,0.0029615004935834156,1043
Direct,20251012,989,1121,570,49.92506690454951,0.5763397371081901,7.435325602140946,0.5084745762711864,8335,41,0.030330062444246207,12173.7
Referral,20251015,988,1011,54,5.891196834817013,0.05465587044534413,3.4648862512363996,0.05341246290801187,3503,9,0.008902077151335312,2560.18
Direct,20251029,981,1097,655,60.14767547857794,0.6676860346585117,8.84503190519599,0.5970829535095715,9703,44,0.0300820419325433,26842.36
Direct,20251020,980,1117,557,52.547000895255145,0.5683673469387756,7.495076096687556,0.4986571172784244,8372,40,0.03312444046553268,9174.8
Unassigned,20251007,979,1067,79,8.27460168697282,0.08069458631256383,3.375820056232427,0.07403936269915651,3602,5,0.004686035613870665,853
Unassigned,20251010,978,1074,83,6.787709497206704,0.08486707566462168,3.2849162011173183,0.07728119180633147,3528,2,0.000931098696461825,273
Property WiFi    ,20251122,971,1026,96,3.2553606237816766,0.09886714727085479,3.1315789473684212,0.0935672514619883,3213,0,0,0
Referral,20251012,967,981,28,2.614678899082569,0.028955532574974147,3.2446483180428136,0.02854230377166157,3183,2,0.0020387359836901123,719.6
Direct,20251016,966,1111,613,50.10891089108911,0.634575569358178,7.511251125112511,0.5517551755175517,8345,39,0.032403240324032405,8463.44
Unassigned,20251012,966,1056,68,3.3702651515151514,0.07039337474120083,3.178977272727273,0.06439393939393939,3357,0,0,0
Direct,20251204,963,1038,560,46.19267822736031,0.5815160955347871,7.8526011560693645,0.5394990366088632,8151,26,0.025048169556840076,7879.77
Property WiFi    ,20251009,954,1058,164,6.359168241965974,0.1719077568134172,3.1767485822306236,0.15500945179584122,3361,0,0,0
Direct,20251203,952,1020,683,61.15882352941176,0.717436974789916,9.383333333333333,0.6696078431372549,9571,24,0.023529411764705882,5896.16
Direct,20251019,949,1047,560,51.25214899713467,0.5900948366701791,7.5243553008595985,0.5348615090735435,7878,39,0.03151862464183381,8551.62
Property WiFi    ,20251025,949,1042,138,5.04510556621881,0.14541622760800843,3.2111324376199617,0.1324376199616123,3346,0,0,0
Unassigned,20251003,948,1045,105,5.83444976076555,0.11075949367088607,3.3244019138755982,0.10047846889952153,3474,2,0.0019138755980861245,409.97
Property WiFi    ,20251007,947,1046,166,5.359464627151052,0.17529039070749736,3.1692160611854683,0.1586998087954111,3315,0,0,0
Direct,20251025,943,1028,499,42.679961089494164,0.5291622481442205,7.417315175097277,0.48540856031128404,7625,19,0.01848249027237354,6935.54
Direct,20251027,931,1033,555,48.52565343659245,0.5961331901181526,7.729912875121006,0.537270087124879,7985,31,0.030009680542110357,6789.28
Property WiFi    ,20251012,925,1022,135,4.439334637964775,0.14594594594594595,3.139921722113503,0.13209393346379647,3209,0,0,0
Unassigned,20251026,923,1008,75,3.0307539682539684,0.08125677139761647,3.1706349206349205,0.0744047619047619,3196,1,0.000992063492063492,115
Referral,20251209,921,936,44,5.615384615384615,0.04777415852334419,3.5694444444444446,0.04700854700854701,3341,8,0.007478632478632479,12191.44
Property WiFi    ,20251013,917,1018,159,6.452848722986247,0.173391494002181,3.1895874263261295,0.15618860510805502,3247,0,0,0
Direct,20251005,915,1008,504,46.48809523809524,0.5508196721311476,6.993055555555555,0.5,7049,35,0.030753968253968252,8848.17
Direct,20251126,915,982,506,46.89613034623218,0.5530054644808743,8.284114052953157,0.515274949083503,8135,20,0.018329938900203666,4023.55
Property WiFi    ,20251002,915,983,130,4.693794506612411,0.14207650273224043,3.123092573753815,0.13224821973550355,3070,0,0,0
Direct,20251011,914,1005,525,41.19303482587065,0.574398249452954,6.571144278606965,0.5223880597014925,6604,29,0.026865671641791045,8568.56
Direct,20251230,910,1007,614,56.84409136047666,0.6747252747252748,8.167825223435948,0.6097318768619663,8225,39,0.029791459781529295,7604.2
Property WiFi    ,20251115,908,972,107,3.72119341563786,0.11784140969162996,3.130658436213992,0.11008230452674897,3043,0,0,0
Property WiFi    ,20251016,904,1026,132,4.435672514619883,0.14601769911504425,3.185185185185185,0.1286549707602339,3268,0,0,0
Property WiFi    ,20251121,904,942,99,3.3842887473460723,0.10951327433628319,3.1634819532908707,0.10509554140127389,2980,0,0,0
Property WiFi    ,20251101,902,962,109,5.376299376299376,0.12084257206208426,3.1486486486486487,0.11330561330561331,3029,0,0,0
Property WiFi    ,20251006,900,1012,133,3.9970355731225298,0.14777777777777779,3.0869565217391304,0.13142292490118576,3124,0,0,0
Property WiFi    ,20251020,893,997,125,4.317953861584754,0.13997760358342665,3.160481444332999,0.12537612838515547,3151,1,0.0010030090270812437,480
Direct,20251018,886,987,531,42.022289766970616,0.5993227990970654,7.1580547112462005,0.5379939209726444,7065,26,0.02330293819655522,7732.76
Property WiFi    ,20251001,879,971,131,6.998970133882596,0.149032992036405,3.128733264675592,0.1349124613800206,3038,0,0,0
Property WiFi    ,20251015,876,996,136,4.385542168674699,0.1552511415525114,3.073293172690763,0.13654618473895583,3061,0,0,0
Property WiFi    ,20251103,874,955,129,4.7539267015706805,0.14759725400457666,3.2031413612565447,0.13507853403141362,3059,2,0.0020942408376963353,258.69
Direct,20251026,873,963,442,45.09241952232606,0.5063001145475372,7.153686396677051,0.45898234683281414,6889,28,0.024922118380062305,7300.87
Property WiFi    ,20251005,872,968,138,4.865702479338843,0.15825688073394495,3.169421487603306,0.14256198347107438,3068,0,0,0
Unassigned,20251004,865,966,76,6.24016563146998,0.08786127167630058,3.2525879917184266,0.07867494824016563,3142,2,0.002070393374741201,275.98
Property WiFi    ,20251226,862,900,118,5.3533333333333335,0.1368909512761021,3.2622222222222224,0.13111111111111112,2936,0,0,0
Unassigned,20251005,861,958,76,4.170146137787056,0.08826945412311266,3.232776617954071,0.07933194154488518,3097,2,0.0020876826722338203,328.47
Unassigned,20251006,857,949,76,5.457323498419389,0.08868144690781797,3.32349841938883,0.08008429926238145,3154,1,0.001053740779768177,209
Property WiFi    ,20251031,856,916,110,4.908296943231441,0.12850467289719625,3.236899563318777,0.12008733624454149,2965,0,0,0
Property WiFi    ,20251227,854,896,84,2.904017857142857,0.09836065573770492,3.122767857142857,0.09375,2798,0,0,0
Unassigned,20251024,853,946,74,3.8551797040169133,0.08675263774912075,3.123678646934461,0.07822410147991543,2955,0,0,0
Property WiFi    ,20251008,852,949,136,5.76290832455216,0.1596244131455399,3.1928345626975765,0.14330874604847207,3030,0,0,0
Unassigned,20251015,849,958,96,5.156576200417536,0.11307420494699646,3.347599164926931,0.10020876826722339,3207,3,0.003131524008350731,347.99
Property WiFi    ,20251106,846,919,149,5.548422198041349,0.17612293144208038,3.1958650707290532,0.16213275299238303,2937,0,0,0
Property WiFi    ,20251128,845,889,88,3.3790776152980877,0.10414201183431952,3.1226096737907763,0.09898762654668167,2776,0,0,0
Direct,20251105,844,930,536,54.991397849462366,0.6350710900473934,8.19247311827957,0.5763440860215053,7619,34,0.03333333333333333,14737.38
Direct,20251110,841,949,608,63.07481559536354,0.72294887039239,9.030558482613277,0.6406743940990516,8570,39,0.03898840885142255,11484.34
Direct,20251231,840,921,486,46.23452768729641,0.5785714285714286,7.6655808903365905,0.5276872964169381,7060,18,0.016286644951140065,3511.89
Unassigned,20251002,838,935,123,7.966844919786096,0.1467780429594272,3.516577540106952,0.13155080213903744,3288,6,0.0032085561497326204,4212.59
Direct,20251022,837,935,563,49.56898395721925,0.6726403823178017,8.022459893048127,0.6021390374331551,7501,23,0.022459893048128343,12177.59
Direct,20251216,837,912,510,58.229166666666664,0.6093189964157706,8.510964912280702,0.5592105263157895,7762,21,0.023026315789473683,3943.57
Unassigned,20251001,837,933,104,10.22508038585209,0.12425328554360812,3.387995712754555,0.11146838156484459,3161,1,0.0010718113612004287,109.49
Direct,20251021,835,939,552,55.184238551650694,0.6610778443113773,7.851970181043663,0.5878594249201278,7373,38,0.027689030883919063,10621.46
Unassigned,20251025,835,915,62,4.007650273224043,0.07425149700598803,3.1278688524590166,0.06775956284153005,2862,1,0.001092896174863388,229.99
Direct,20251209,833,924,488,57.49134199134199,0.5858343337334934,7.998917748917749,0.5281385281385281,7391,21,0.022727272727272728,4227.28
Unassigned,20251014,831,922,82,6.74295010845987,0.098676293622142,3.3351409978308024,0.08893709327548807,3075,2,0.0021691973969631237,339
Direct,20251218,828,915,616,65.75300546448088,0.7439613526570048,9.498360655737704,0.673224043715847,8691,35,0.034972677595628415,7689.88
Property WiFi    ,20251205,827,884,106,4.3076923076923075,0.12817412333736397,3.1266968325791855,0.11990950226244344,2764,0,0,0
Property WiFi    ,20251102,825,887,113,3.855693348365276,0.13696969696969696,3.149943630214205,0.1273957158962796,2794,1,0.0011273957158962795,89.95
Unassigned,20251013,825,922,90,7.170281995661605,0.10909090909090909,3.3947939262472886,0.09761388286334056,3130,4,0.004338394793926247,990.68
Direct,20251120,823,909,497,55.077007700770075,0.6038882138517618,8.652365236523652,0.5467546754675467,7865,32,0.027502750275027504,3950.38
Property WiFi    ,20251014,823,964,133,95.48858921161826,0.16160388821385177,3.099585062240664,0.13796680497925312,2988,0,0,0
Direct,20251101,821,919,538,66.63003264417846,0.6552984165651644,8.879216539717083,0.5854189336235038,8160,35,0.03373231773667029,7566.63
Property WiFi    ,20251019,816,898,131,4.629175946547885,0.16053921568627452,3.1971046770601337,0.14587973273942093,2871,0,0,0
Direct,20251107,815,925,592,62.06054054054054,0.7263803680981595,8.659459459459459,0.64,8010,32,0.034594594594594595,6615.49
Property WiFi    ,20251113,815,879,128,6.4482366325369735,0.1570552147239264,3.1831626848691696,0.14562002275312855,2798,0,0,0
Direct,20251214,808,854,646,70.31147540983606,0.7995049504950495,9.441451990632318,0.7564402810304449,8063,26,0.026932084309133488,4222.65
Property WiFi    ,20251201,806,891,119,4.2087542087542085,0.14764267990074442,3.1728395061728394,0.1335578002244669,2827,1,0.001122334455667789,1410
Property WiFi    ,20251117,805,889,123,3.575928008998875,0.15279503105590062,3.140607424071991,0.13835770528683913,2792,0,0,0
Unassigned,20251020,805,906,73,5.919426048565121,0.0906832298136646,3.183222958057395,0.08057395143487858,2884,1,0.0011037527593818985,94.5
Direct,20251114,804,877,464,50.80957810718358,0.5771144278606966,7.599771949828963,0.5290763968072976,6665,20,0.02280501710376283,5755.74
Unassigned,20251016,802,903,77,4.537098560354374,0.09600997506234414,3.281284606866002,0.08527131782945736,2963,2,0.0011074197120708748,218
Direct,20251111,796,905,564,62.22430939226519,0.7085427135678392,8.830939226519337,0.6232044198895028,7992,36,0.03756906077348066,8983.04
Direct,20251117,796,866,546,67.37182448036951,0.6859296482412061,8.823325635103926,0.6304849884526559,7641,37,0.04157043879907621,7768.44
Direct,20251104,794,897,560,58.525083612040135,0.7052896725440806,8.857302118171683,0.6243032329988851,7945,27,0.030100334448160536,8464.08
Direct,20251102,791,893,570,71.87346024636058,0.7206068268015171,9.8521836506159,0.6382978723404256,8798,38,0.03919372900335946,8096.09
Property WiFi    ,20251023,791,868,126,5.423963133640553,0.1592920353982301,3.175115207373272,0.14516129032258066,2756,0,0,0
Property WiFi    ,20251109,788,848,115,4.330188679245283,0.14593908629441624,3.1556603773584904,0.13561320754716982,2676,0,0,0
Property WiFi    ,20251229,788,845,120,5.622485207100592,0.15228426395939088,3.188165680473373,0.14201183431952663,2694,0,0,0
Property WiFi    ,20251110,785,865,114,4.6080924855491325,0.14522292993630573,3.1526011560693643,0.13179190751445086,2727,0,0,0
Direct,20251119,779,847,478,47.629279811097994,0.613607188703466,8.018890200708382,0.564344746162928,6792,22,0.02243211334120425,3439.56
Referral,20251121,778,800,48,7.885,0.061696658097686374,3.52875,0.06,2823,9,0.01125,3792.4
Direct,20251106,774,860,506,51.57093023255814,0.6537467700258398,8.412790697674419,0.5883720930232558,7235,22,0.02558139534883721,4570.41
Unassigned,20251017,773,884,63,3.7918552036199094,0.0815006468305304,3.1459276018099547,0.07126696832579185,2781,1,0.0011312217194570137,109
Direct,20251113,772,850,564,64.76941176470588,0.7305699481865285,9.616470588235295,0.6635294117647059,8174,28,0.03058823529411765,7120.18
Property WiFi    ,20251027,770,884,117,3.671945701357466,0.15194805194805194,3.091628959276018,0.1323529411764706,2733,0,0,0
Direct,20251219,767,862,487,61.162412993039446,0.6349413298565841,8.345707656612529,0.5649651972157773,7194,35,0.03596287703016241,11526.88
Property WiFi    ,20251206,767,823,97,4.45078979343864,0.12646675358539766,3.166464155528554,0.11786148238153099,2606,1,0.001215066828675577,395
Unassigned,20251018,764,862,81,4.627610208816705,0.10602094240837696,3.2053364269141533,0.09396751740139211,2763,2,0.002320185614849188,393.47
Property WiFi    ,20251126,763,823,91,4.498177399756987,0.11926605504587157,3.1287970838396113,0.11057108140947752,2575,0,0,0
Direct,20251228,760,835,460,51.98922155688623,0.6052631578947368,8.235928143712576,0.5508982035928144,6877,31,0.03473053892215569,4815.53
Property WiFi    ,20251228,760,799,92,5.148936170212766,0.12105263157894737,3.1501877346683353,0.11514392991239049,2517,0,0,0
Unassigned,20251019,760,824,63,4.942961165048544,0.08289473684210526,3.253640776699029,0.07645631067961164,2681,0,0,0
Property WiFi    ,20251127,759,802,94,4.2269326683291775,0.12384716732542819,3.1408977556109727,0.1172069825436409,2519,0,0,0
Direct,20251118,753,844,491,59.9845971563981,0.6520584329349269,8.99170616113744,0.5817535545023697,7589,31,0.035545023696682464,6151.13
Direct,20251121,753,837,454,50.81959378733572,0.602921646746348,8.413381123058542,0.5424133811230586,7042,27,0.027479091995221028,6533.99
Direct,20251212,753,835,474,58.58682634730539,0.6294820717131474,8.51497005988024,0.5676646706586826,7110,30,0.032335329341317366,7191.88
Property WiFi    ,20251021,752,839,132,5.798569725864124,0.17553191489361702,3.1954707985697257,0.1573301549463647,2681,1,0.0011918951132300357,249
Direct,20251130,748,811,483,57.10727496917386,0.6457219251336899,8.744759556103576,0.5955610357583231,7092,23,0.02836004932182491,6432.39
Referral,20251031,743,779,59,9.35558408215661,0.07940780619111709,3.6559691912708603,0.07573812580231065,2848,10,0.012836970474967908,1869.58
Direct,20251227,738,815,513,60.046625766871166,0.6951219512195121,9.3840490797546,0.6294478527607362,7648,25,0.03067484662576687,4136.16
Property WiFi    ,20251212,738,789,103,3.5373891001267426,0.13956639566395665,3.167300380228137,0.13054499366286437,2499,0,0,0
Direct,20251211,735,792,529,61.99747474747475,0.7197278911564626,9.233585858585858,0.6679292929292929,7313,20,0.025252525252525252,10250.05
Property WiFi    ,20251129,735,788,97,4.168781725888325,0.13197278911564625,3.1383248730964466,0.12309644670050761,2473,0,0,0
Property WiFi    ,20251026,734,798,108,5.8922305764411025,0.14713896457765668,3.1842105263157894,0.13533834586466165,2541,0,0,0
Property WiFi    ,20251209,734,794,102,4.972292191435768,0.13896457765667575,3.1473551637279598,0.12846347607052896,2499,0,0,0
Direct,20251108,726,802,473,56.8142144638404,0.6515151515151515,7.703241895261845,0.5897755610972568,6178,28,0.029925187032418952,6948.95
Direct,20251127,726,790,443,57.04683544303798,0.6101928374655647,8.270886075949367,0.5607594936708861,6534,18,0.0189873417721519,2768.45
Referral,20251229,724,748,51,5.525401069518717,0.07044198895027624,3.6323529411764706,0.06818181818181818,2717,3,0.004010695187165776,534
Referral,20251218,722,753,57,14.912350597609562,0.07894736842105263,4.343957503320053,0.07569721115537849,3271,25,0.006640106241699867,3394.1
Direct,20251031,721,808,484,56.67079207920792,0.6712898751733704,8.909653465346535,0.599009900990099,7199,37,0.043316831683168314,9971.42
Direct,20251222,721,800,454,56.35375,0.6296809986130375,7.8525,0.5675,6282,18,0.02125,3399.41
Referral,20251217,721,753,51,10.750332005312085,0.07073509015256588,3.9335989375830014,0.06772908366533864,2962,8,0.009296148738379814,2921.7
Property WiFi    ,20251213,719,768,78,3.1080729166666665,0.10848400556328233,3.1158854166666665,0.1015625,2393,0,0,0
Property WiFi    ,20251030,717,788,115,5.619289340101523,0.1603905160390516,3.218274111675127,0.14593908629441624,2536,0,0,0
Property WiFi    ,20251116,716,776,82,2.8762886597938144,0.11452513966480447,3.0940721649484537,0.1056701030927835,2401,0,0,0
Direct,20251229,715,807,499,61.69764560099133,0.6979020979020979,8.504337050805452,0.6183395291201983,6863,26,0.027261462205700124,4444.53
Direct,20251124,714,780,498,65.71923076923076,0.6974789915966386,9.393589743589743,0.6384615384615384,7327,29,0.03717948717948718,7295.58
Property WiFi    ,20251022,714,808,99,5.423267326732673,0.13865546218487396,3.133663366336634,0.12252475247524752,2532,0,0,0
Direct,20251205,711,777,505,63.45431145431145,0.710267229254571,9.087516087516088,0.6499356499356499,7061,23,0.02702702702702703,9179.85
Direct,20251210,711,778,437,53.82005141388175,0.6146272855133614,8.484575835475578,0.5616966580976864,6601,22,0.02699228791773779,3438.6
Organic Search,20251002,711,852,624,80.54342723004694,0.8776371308016878,8.273474178403756,0.7323943661971831,7049,32,0.03286384976525822,8074.39
Property WiFi    ,20251220,711,760,69,2.8,0.0970464135021097,3.1302631578947366,0.09078947368421053,2379,1,0.0013157894736842105,99
Referral,20251216,710,725,42,7.066206896551724,0.059154929577464786,3.7724137931034485,0.057931034482758624,2735,5,0.006896551724137931,1128.38
Direct,20251215,709,787,510,67.92757306226176,0.7193229901269393,9.236340533672173,0.6480304955527318,7269,45,0.054637865311308764,11348.71
Property WiFi    ,20251029,706,788,94,5.586294416243655,0.13314447592067988,3.1624365482233503,0.11928934010152284,2492,0,0,0
Property WiFi    ,20251105,706,790,126,5.620253164556962,0.17847025495750707,3.2569620253164557,0.15949367088607594,2573,0,0,0
Direct,20251226,704,771,496,65.9390402075227,0.7045454545454546,9.088197146562905,0.6433203631647212,7007,25,0.0324254215304799,5279.63
Organic Search,20251001,702,841,626,74.82520808561236,0.8917378917378918,8.218787158145066,0.7443519619500595,6912,25,0.026159334126040427,5104.13
Property WiFi    ,20251208,702,784,97,4.275510204081633,0.13817663817663817,3.128826530612245,0.12372448979591837,2453,0,0,0
Organic Search,20251007,701,845,597,77.78224852071006,0.8516405135520685,7.868639053254438,0.7065088757396449,6649,28,0.03195266272189349,7038.23
Property WiFi    ,20251202,700,776,117,4.565721649484536,0.16714285714285715,3.1507731958762886,0.15077319587628865,2445,0,0,0
Property WiFi    ,20251230,700,749,89,3.6154873164218957,0.12714285714285714,3.1481975967957276,0.11882510013351134,2358,0,0,0
Property WiFi    ,20251028,699,788,121,4.133248730964467,0.17310443490701002,3.1180203045685277,0.15355329949238578,2457,0,0,0
Property WiFi    ,20251215,697,758,85,3.879947229551451,0.12195121951219512,3.1266490765171504,0.11213720316622691,2370,1,0.0013192612137203166,246
Property WiFi    ,20251124,696,751,91,3.348868175765646,0.1307471264367816,3.1691078561917445,0.12117177097203728,2380,0,0,0
Direct,20251115,695,754,503,60.283819628647215,0.7237410071942446,9.282493368700266,0.6671087533156499,6999,17,0.01989389920424403,3254.93
Organic Search,20251006,694,850,587,71.98117647058824,0.845821325648415,7.9282352941176475,0.6905882352941176,6739,36,0.03176470588235294,19723.22
Unassigned,20251023,694,772,72,5.75,0.1037463976945245,3.4274611398963732,0.09326424870466321,2646,0,0,0
