# ----------------------------------------
# Traffic acquisition: Session Updated Channel Group
# Account: MyPlace GA4
# Property: My Place Hotels of America (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20250331
Session Updated Channel Group,Date,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Total revenue
Referral,20250208,1241,1253,41,3.0534716679968077,0.033037872683319904,3.2098962490023943,0.03272146847565842,4022,1,0.0007980845969672786,508.98
Referral,20250218,1240,1260,52,3.9325396825396823,0.041935483870967745,3.3436507936507938,0.04126984126984127,4213,7,0.004761904761904762,2237.44
Referral,20250324,1237,1266,66,4.109794628751975,0.05335489086499596,3.3357030015797786,0.052132701421800945,4223,4,0.00315955766192733,5243.11
Property WiFi    ,20250201,1233,1333,93,1.9789947486871717,0.07542579075425791,3.0420105026256565,0.06976744186046512,4055,0,0,0
Property WiFi    ,20250224,1228,1371,121,3.2341356673960613,0.0985342019543974,3.024070021881838,0.08825674690007294,4146,0,0,0
Referral,20250102,1220,1232,42,3.107142857142857,0.03442622950819672,3.2849025974025974,0.03409090909090909,4047,4,0.003246753246753247,696.93
Referral,20250301,1219,1221,34,2.2735462735462737,0.02789171452009844,3.2162162162162162,0.027846027846027847,3927,1,0.000819000819000819,357
Referral,20250210,1216,1255,62,9.724302788844621,0.05098684210526316,3.9657370517928285,0.04940239043824701,4977,10,0.007171314741035857,1888.29
Referral,20250317,1214,1226,35,2.7259380097879284,0.028830313014827018,3.235725938009788,0.028548123980424143,3967,12,0.0032626427406199023,4409.12
Property WiFi    ,20250323,1213,1349,118,3.050407709414381,0.09727947238252267,3.0207561156412157,0.08747220163083766,4075,0,0,0
Referral,20250303,1208,1243,71,4.380530973451328,0.058774834437086095,3.3813354786806116,0.05711987127916331,4203,12,0.0016090104585679806,3963.84
Referral,20250109,1204,1219,51,6.022149302707137,0.04235880398671096,3.4372436423297783,0.04183757178014766,4190,6,0.003281378178835111,869.44
Referral,20250211,1204,1227,59,7.2290138549307255,0.049003322259136214,3.5599022004889975,0.04808475957620212,4368,3,0.0024449877750611247,647.87
Referral,20250325,1203,1219,41,2.1427399507793274,0.03408146300914381,3.232977850697293,0.033634126333059886,3941,1,0.0008203445447087777,580.5
Referral,20250316,1202,1213,28,2.89282769991756,0.02329450915141431,3.1591096455070073,0.023083264633140973,3832,1,0.0008244023083264633,358
Referral,20250312,1201,1219,45,3.9425758818703858,0.03746877601998335,3.207547169811321,0.03691550451189499,3910,3,0.002461033634126333,266.46
Property WiFi    ,20250207,1200,1318,110,4.009863429438544,0.09166666666666666,3.0606980273141122,0.0834597875569044,4034,0,0,0
Referral,20250111,1200,1215,36,2.0148148148148146,0.03,3.1646090534979425,0.02962962962962963,3845,1,0.0008230452674897119,80.1
Referral,20250212,1195,1210,53,2.690082644628099,0.04435146443514645,3.312396694214876,0.043801652892561986,4008,2,0.001652892561983471,375.72
Property WiFi    ,20250303,1193,1322,135,3.6717095310136156,0.11316010058675607,3.0877458396369137,0.1021180030257186,4082,0,0,0
Referral,20250318,1193,1213,37,4.558120362737015,0.03101424979044426,3.175597691673537,0.030502885408079144,3852,3,0.0016488046166529267,1105.62
Referral,20250310,1192,1212,40,5.364686468646864,0.03355704697986577,3.5115511551155114,0.033003300330033,4256,8,0.0033003300330033004,2444.48
Referral,20250311,1187,1217,59,5.201314708299096,0.04970513900589722,3.475760065735415,0.04847986852917009,4230,8,0.004108463434675432,4189.09
Referral,20250114,1180,1195,52,2.8284518828451883,0.04406779661016949,3.3556485355648538,0.04351464435146443,4010,5,0.0016736401673640166,465
Property WiFi    ,20250309,1178,1268,112,4.054416403785489,0.09507640067911714,3.111198738170347,0.08832807570977919,3945,0,0,0
Property WiFi    ,20250219,1176,1314,132,4.483257229832573,0.11224489795918367,3.0289193302891935,0.1004566210045662,3980,0,0,0
Referral,20250108,1174,1191,47,3.399664147774979,0.04003407155025554,3.403022670025189,0.03946263643996641,4053,3,0.0025188916876574307,341
Property WiFi    ,20250212,1173,1299,141,5.088529638183218,0.12020460358056266,3.0754426481909163,0.10854503464203233,3995,0,0,0
Referral,20250219,1171,1187,63,3.446503791069924,0.053800170794193,3.4439764111204716,0.05307497893850042,4088,1,0.0008424599831508003,99.95
Referral,20250305,1171,1185,40,2.8717299578059072,0.034158838599487616,3.2464135021097045,0.03375527426160337,3847,1,0.0008438818565400844,159
Property WiFi    ,20250125,1170,1271,93,1.974036191974823,0.07948717948717948,3.056648308418568,0.07317073170731707,3885,0,0,0
Referral,20250319,1170,1186,57,5.63575042158516,0.04871794871794872,3.3279932546374367,0.048060708263069137,3947,7,0.002529510961214165,5668.04
Property WiFi    ,20250130,1168,1304,120,3.954754601226994,0.10273972602739725,3.0322085889570554,0.09202453987730061,3954,0,0,0
Property WiFi    ,20250218,1162,1304,127,3.8857361963190185,0.10929432013769363,3.041411042944785,0.09739263803680982,3966,0,0,0
Referral,20250320,1162,1171,38,2.913748932536294,0.03270223752151463,3.1562766865926557,0.032450896669513236,3696,1,0.0008539709649871904,84
Referral,20250124,1161,1185,53,6.548523206751055,0.04565030146425495,3.719831223628692,0.04472573839662447,4408,33,0.004219409282700422,12084.79
Referral,20250321,1161,1182,45,3.225042301184433,0.03875968992248062,3.258037225042301,0.03807106598984772,3851,5,0.004230118443316413,3704.54
Referral,20250113,1160,1174,49,3.3798977853492334,0.04224137931034483,3.3671209540034073,0.041737649063032366,3953,10,0.004258943781942078,2943
Property WiFi    ,20250213,1156,1286,119,2.906687402799378,0.10294117647058823,3.020217729393468,0.09253499222395023,3884,0,0,0
Referral,20250112,1154,1164,47,4.161512027491409,0.04072790294627383,3.2714776632302405,0.040378006872852236,3808,2,0.001718213058419244,904
Referral,20250306,1151,1172,36,6.343003412969283,0.03127715030408341,3.250853242320819,0.030716723549488054,3810,1,0.0008532423208191126,89.1
Referral,20250116,1149,1162,54,4.703958691910499,0.04699738903394256,3.5559380378657486,0.04647160068846816,4132,8,0.0068846815834767644,1744.44
Referral,20250209,1149,1158,22,3.114853195164076,0.019147084421235857,3.231433506044905,0.018998272884283247,3742,4,0.0017271157167530224,679.12
Referral,20250217,1149,1165,43,3.945922746781116,0.03742384682332463,3.325321888412017,0.03690987124463519,3874,1,0.0008583690987124463,90
Property WiFi    ,20250223,1148,1251,117,2.759392486011191,0.1019163763066202,3.071143085531575,0.09352517985611511,3842,0,0,0
Referral,20250106,1144,1152,56,4.256944444444445,0.04895104895104895,3.6527777777777777,0.04861111111111111,4208,9,0.0026041666666666665,2995.31
Property WiFi    ,20250208,1143,1224,104,4.048202614379085,0.09098862642169729,3.059640522875817,0.08496732026143791,3745,0,0,0
Referral,20250228,1142,1166,50,3.0403087478559176,0.043782837127845885,3.2735849056603774,0.04288164665523156,3817,2,0.0008576329331046312,528
Referral,20250313,1140,1158,46,5.2832469775474955,0.04035087719298246,3.295336787564767,0.039723661485319514,3816,5,0.004317789291882556,1360.12
Referral,20250326,1140,1157,46,4.025064822817632,0.04035087719298246,3.2445980985306826,0.03975799481417459,3754,3,0.0025929127052722557,646
Referral,20250127,1139,1162,53,3.4354561101549055,0.046532045654082525,3.3528399311531842,0.04561101549053356,3896,4,0.0034423407917383822,1061.48
Referral,20250110,1138,1149,32,2.1488250652741514,0.028119507908611598,3.184508268059182,0.0278503046127067,3659,3,0.0017406440382941688,830
Property WiFi    ,20250129,1137,1288,141,3.3183229813664594,0.12401055408970976,3.06444099378882,0.10947204968944099,3947,0,0,0
Referral,20250126,1136,1143,33,2.4444444444444446,0.029049295774647887,3.2397200349956257,0.028871391076115485,3703,3,0.0026246719160104987,324.49
Referral,20250103,1132,1143,57,4.692913385826771,0.05035335689045936,3.5048118985126857,0.049868766404199474,4006,5,0.0026246719160104987,981.96
Referral,20250226,1132,1157,60,4.564390665514261,0.053003533568904596,3.4857389801210026,0.05185825410544512,4033,2,0.001728608470181504,474.47
Property WiFi    ,20250210,1130,1252,130,4.35702875399361,0.11504424778761062,3.0263578274760383,0.10383386581469649,3789,0,0,0
Referral,20250101,1130,1144,36,2.229020979020979,0.03185840707964602,3.339160839160839,0.03146853146853147,3820,4,0.0034965034965034965,891.76
Referral,20250123,1130,1140,39,1.974561403508772,0.034513274336283185,3.2271929824561405,0.034210526315789476,3679,3,0.002631578947368421,595.08
Referral,20250128,1130,1146,43,4.2635253054101225,0.03805309734513274,3.316753926701571,0.037521815008726006,3801,7,0.004363001745200698,7322.29
Property WiFi    ,20250204,1127,1271,112,3.7041699449252556,0.09937888198757763,3.073170731707317,0.08811959087332809,3906,0,0,0
Referral,20250207,1126,1136,41,3.209507042253521,0.03641207815275311,3.307218309859155,0.03609154929577465,3757,4,0.0035211267605633804,785.39
Referral,20250308,1125,1135,32,3.5392070484581497,0.028444444444444446,3.222026431718062,0.028193832599118944,3657,2,0.000881057268722467,800
Property WiFi    ,20250206,1123,1247,114,2.4731355252606253,0.10151380231522707,3.053728949478749,0.09141940657578188,3808,0,0,0
Referral,20250115,1122,1144,52,5.7176573426573425,0.04634581105169341,3.493006993006993,0.045454545454545456,3996,5,0.004370629370629371,959.69
Referral,20250105,1119,1126,32,1.780639431616341,0.028596961572832886,3.219360568383659,0.028419182948490232,3625,4,0.0026642984014209592,810.48
Referral,20250205,1119,1137,57,6.285839929639402,0.05093833780160858,3.461741424802111,0.05013192612137203,3936,7,0.0043975373790677225,4274.98
Referral,20250213,1119,1125,37,5.171555555555556,0.03306523681858802,3.4675555555555557,0.03288888888888889,3901,13,0.0035555555555555557,10456.6
Referral,20250206,1116,1120,39,3.851785714285714,0.03494623655913978,3.31875,0.03482142857142857,3717,3,0.0026785714285714286,1397.39
Property WiFi    ,20250119,1115,1232,98,2.4358766233766236,0.08789237668161436,3.017857142857143,0.07954545454545454,3718,0,0,0
Referral,20250131,1114,1125,39,2.3795555555555556,0.03500897666068223,3.24,0.034666666666666665,3645,5,0.0044444444444444444,853.33
Referral,20250307,1112,1127,37,3.430346051464064,0.03327338129496403,3.3052351375332742,0.032830523513753325,3725,11,0.0044365572315882874,3789.34
Referral,20250322,1111,1120,28,1.9910714285714286,0.025202520252025202,3.155357142857143,0.025,3534,2,0.0017857142857142857,437
Property WiFi    ,20250205,1107,1262,119,2.866877971473851,0.10749774164408311,2.9881141045958794,0.09429477020602219,3771,0,0,0
Property WiFi    ,20250302,1104,1213,121,3.302555647155812,0.10960144927536232,3.0857378400659523,0.09975267930750206,3743,1,0.0008244023083264633,109.95
Referral,20250216,1102,1109,36,3.5284039675383227,0.032667876588021776,3.3354373309287646,0.032461677186654644,3699,5,0.004508566275924256,901.96
Referral,20250314,1099,1112,32,1.7338129496402879,0.029117379435850774,3.1285971223021583,0.02877697841726619,3479,1,0.0008992805755395684,352
Property WiFi    ,20250203,1098,1234,109,4.340356564019449,0.09927140255009108,3.0405186385737437,0.08833063209076175,3752,0,0,0
Referral,20250122,1098,1114,56,5.745062836624776,0.051001821493624776,3.4371633752244164,0.05026929982046679,3829,6,0.004488330341113106,658.9
Property WiFi    ,20250103,1096,1190,98,2.622689075630252,0.08941605839416059,3.0369747899159663,0.08235294117647059,3614,0,0,0
Referral,20250107,1095,1119,88,6.536193029490617,0.08036529680365297,3.6076854334226987,0.07864164432529044,4037,4,0.002680965147453083,950.26
Referral,20250215,1095,1103,33,2.1414324569356302,0.030136986301369864,3.2221214868540344,0.029918404351767906,3554,1,0.0009066183136899365,139.46
Property WiFi    ,20250202,1093,1187,98,6.9469250210614995,0.08966148215919488,3.0530749789385005,0.08256107834877843,3624,0,0,0
Referral,20250121,1091,1108,59,6.074007220216607,0.054078826764436295,3.450361010830325,0.05324909747292419,3823,9,0.00631768953068592,3188.38
Property WiFi    ,20250124,1089,1211,98,3.7473162675474816,0.08999081726354453,3.050371593724195,0.08092485549132948,3694,0,0,0
Referral,20250304,1088,1100,36,3.3945454545454545,0.03308823529411765,3.2581818181818183,0.03272727272727273,3584,3,0.0027272727272727275,1116.31
Direct,20250312,1086,1189,703,47.317914213624896,0.647329650092081,7.439024390243903,0.5912531539108494,8845,33,0.025231286795626577,7078.64
Property WiFi    ,20250128,1083,1212,110,3.3234323432343236,0.10156971375807941,3.051980198019802,0.09075907590759076,3699,0,0,0
Referral,20250201,1082,1089,49,3.967860422405877,0.04528650646950092,3.303030303030303,0.04499540863177227,3597,4,0.0036730945821854912,807.92
Referral,20250214,1082,1099,34,2.268425841674249,0.031423290203327174,3.2857142857142856,0.030937215650591446,3611,2,0.0018198362147406734,284.95
Referral,20250125,1080,1087,36,2.8187672493100275,0.03333333333333333,3.2566697332106718,0.03311867525298988,3540,2,0.0018399264029438822,268
Referral,20250309,1080,1096,28,2.696167883211679,0.025925925925925925,3.2153284671532845,0.025547445255474453,3524,2,0.0018248175182481751,1580.55
Property WiFi    ,20250113,1078,1199,112,2.7522935779816513,0.1038961038961039,3.029190992493745,0.09341117597998332,3632,0,0,0
Referral,20250117,1077,1090,38,4.318348623853211,0.035283194057567316,3.363302752293578,0.03486238532110092,3666,6,0.003669724770642202,1872.63
Referral,20250323,1076,1080,41,3.513888888888889,0.03810408921933085,3.2398148148148147,0.03796296296296296,3499,4,0.003703703703703704,1055.64
Referral,20250315,1075,1089,22,2.233241505968779,0.020465116279069766,3.1267217630853996,0.020202020202020204,3405,4,0.0027548209366391185,1865.88
Property WiFi    ,20250211,1074,1190,107,4.440336134453782,0.09962756052141528,3.03781512605042,0.08991596638655462,3615,0,0,0
Referral,20250120,1068,1095,48,6.631963470319635,0.0449438202247191,3.5397260273972604,0.043835616438356165,3876,19,0.010958904109589041,5221.35
Referral,20250331,1068,1084,49,4.526752767527675,0.04588014981273408,3.3653136531365315,0.045202952029520294,3648,12,0.004612546125461255,9661
Referral,20250204,1066,1082,58,4.875231053604436,0.054409005628517824,3.401109057301294,0.053604436229205174,3680,8,0.006469500924214418,2002.49
Referral,20250225,1063,1075,46,3.4967441860465116,0.043273753527751646,3.452093023255814,0.04279069767441861,3711,2,0.0018604651162790699,540
Property WiFi    ,20250110,1058,1171,85,3.9444918872758326,0.08034026465028356,3.0426985482493594,0.07258753202391119,3563,0,0,0
Property WiFi    ,20250114,1057,1187,109,2.8424599831508,0.10312204351939451,3.0564448188711038,0.09182813816343724,3628,1,0.0008424599831508003,229.9
Referral,20250220,1055,1087,66,7.372585096596136,0.06255924170616113,3.594296228150874,0.06071757129714812,3907,3,0.0027598896044158236,636.9
Property WiFi    ,20250121,1054,1190,93,3.6252100840336134,0.08823529411764706,2.977310924369748,0.07815126050420168,3543,0,0,0
Property WiFi    ,20250127,1052,1182,110,3.969543147208122,0.10456273764258556,3.05160744500846,0.09306260575296109,3607,0,0,0
Referral,20250227,1052,1081,54,3.8593894542090657,0.051330798479087454,3.3691026827012025,0.04995374653098982,3642,8,0.005550416281221091,2375.75
Property WiFi    ,20250120,1051,1162,114,3.7538726333907055,0.10846812559467174,3.0335628227194493,0.0981067125645439,3525,0,0,0
Referral,20250203,1048,1056,26,3.2632575757575757,0.02480916030534351,3.2206439393939394,0.02462121212121212,3401,2,0.001893939393939394,786
Referral,20250327,1042,1055,52,5.333649289099526,0.04990403071017274,3.3838862559241707,0.04928909952606635,3570,8,0.0018957345971563982,677.49
Referral,20250330,1042,1051,49,4.447193149381541,0.04702495201535509,3.2483349191246433,0.046622264509990484,3414,3,0.0028544243577545195,1408.64
Property WiFi    ,20250126,1039,1154,90,2.2868284228769498,0.08662175168431184,2.980935875216638,0.0779896013864818,3440,1,0.0008665511265164644,198
Referral,20250202,1039,1042,32,2.956813819577735,0.030798845043310877,3.2955854126679465,0.030710172744721688,3434,4,0.003838771593090211,493.54
Referral,20250224,1038,1046,52,3.4139579349904396,0.05009633911368015,3.3260038240917784,0.0497131931166348,3479,1,0.0009560229445506692,264
Referral,20250129,1035,1044,34,4.231800766283525,0.03285024154589372,3.246168582375479,0.032567049808429116,3389,4,0.0028735632183908046,947.61
Property WiFi    ,20250122,1030,1161,119,3.3832902670111973,0.11553398058252427,3.0714900947459087,0.1024978466838932,3566,0,0,0
Property WiFi    ,20250116,1028,1145,91,2.324890829694323,0.08852140077821012,2.99825327510917,0.0794759825327511,3433,0,0,0
Referral,20250119,1028,1041,31,2.435158501440922,0.030155642023346304,3.249759846301633,0.029779058597502402,3383,3,0.002881844380403458,3958.32
Direct,20250318,1026,1118,685,52.05635062611807,0.6676413255360624,7.585867620751341,0.6127012522361359,8481,28,0.022361359570661897,7877.42
Property WiFi    ,20250115,1026,1162,99,4.369191049913941,0.09649122807017543,3.0370051635111874,0.08519793459552495,3529,0,0,0
Referral,20250329,1023,1030,45,3.803883495145631,0.04398826979472141,3.266990291262136,0.043689320388349516,3365,6,0.003883495145631068,1659.79
Direct,20250213,1022,1121,687,62.34433541480821,0.6722113502935421,8.537020517395183,0.6128456735057984,9570,33,0.027653880463871544,7832.88
Referral,20250118,1022,1031,24,3.1939864209505333,0.023483365949119372,3.3355965082444228,0.023278370514064017,3439,5,0.0038797284190106693,1301.5
Direct,20250311,1021,1156,646,46.94550173010381,0.6327130264446621,7.03719723183391,0.5588235294117647,8135,35,0.028546712802768166,10338.33
Referral,20250223,1020,1026,41,3.9990253411306043,0.04019607843137255,3.3118908382066277,0.03996101364522417,3398,0,0,0
Referral,20250104,1017,1023,32,2.2492668621700878,0.03146509341199607,3.2453567937438903,0.03128054740957967,3320,1,0.0009775171065493646,322.95
Referral,20250130,1017,1033,51,7.740561471442401,0.05014749262536873,3.4433688286544046,0.049370764762826716,3557,6,0.003872216844143272,1237.2
Property WiFi    ,20250107,999,1120,101,19.925892857142856,0.1011011011011011,3.0901785714285714,0.09017857142857143,3461,0,0,0
Property WiFi    ,20250111,998,1075,81,3.203720930232558,0.0811623246492986,3.0241860465116277,0.07534883720930233,3251,0,0,0
Property WiFi    ,20250106,995,1111,101,5.094509450945094,0.10150753768844221,3.0792079207920793,0.09090909090909091,3421,0,0,0
Direct,20250219,985,1086,587,58.812154696132595,0.5959390862944163,7.985267034990792,0.5405156537753223,8672,42,0.024861878453038673,8001.85
Direct,20250130,978,1064,576,42.37781954887218,0.588957055214724,6.9868421052631575,0.5413533834586466,7434,21,0.018796992481203006,5875.98
Direct,20250226,977,1111,619,58.586858685868584,0.6335721596724667,7.4905490549054905,0.5571557155715572,8322,29,0.024302430243024302,6036.22
Property WiFi    ,20250109,972,1104,88,3.1902173913043477,0.09053497942386832,3.029891304347826,0.07971014492753623,3345,1,0.0009057971014492754,79
Property WiFi    ,20250123,971,1107,74,2.177055103884372,0.07621009268795056,2.971996386630533,0.06684733514001806,3290,1,0.0009033423667570009,246
Direct,20250306,966,1108,681,43.9702166064982,0.7049689440993789,7.2608303249097474,0.6146209386281588,8045,18,0.015342960288808664,6218.58
Property WiFi    ,20250102,964,1062,95,3.8192090395480225,0.09854771784232365,3.066854990583804,0.08945386064030132,3257,0,0,0
Direct,20250225,956,1071,696,62.8375350140056,0.7280334728033473,7.932773109243698,0.6498599439775911,8496,34,0.022408963585434174,19530.946
Property WiFi    ,20250209,955,1054,91,4.2637571157495255,0.09528795811518324,3.032258064516129,0.08633776091081594,3196,0,0,0
Referral,20250221,953,977,49,3.930399181166837,0.05141657922350472,3.425793244626407,0.05015353121801433,3347,10,0.0030706243602865915,3451.98
Referral,20250222,952,961,24,2.675338189386056,0.025210084033613446,3.227887617065557,0.02497398543184183,3102,1,0.001040582726326743,378
Property WiFi    ,20250101,944,1017,74,2.04031465093412,0.07838983050847458,3.0117994100294987,0.0727630285152409,3063,0,0,0
Direct,20250123,936,1047,619,48.873925501432666,0.6613247863247863,7.960840496657116,0.5912129894937918,8335,33,0.02387774594078319,18522.05
Direct,20250319,935,1041,640,51.24015369836695,0.6844919786096256,7.355427473583093,0.6147934678194045,7657,34,0.029779058597502402,7173.38
Direct,20250303,933,1036,687,46.695945945945944,0.7363344051446945,7.508687258687258,0.6631274131274131,7779,29,0.021235521235521235,9590.44
Property WiFi    ,20250104,933,1018,64,3.81434184675835,0.06859592711682744,3.0078585461689586,0.06286836935166994,3062,1,0.0009823182711198428,4840
Direct,20250207,930,1007,554,61.29294935451837,0.5956989247311828,8.55312810327706,0.5501489572989077,8613,36,0.025819265143992055,11007.73
Direct,20250110,926,1038,525,37.7514450867052,0.5669546436285097,6.820809248554913,0.5057803468208093,7080,19,0.017341040462427744,4057.34
Direct,20250325,926,1054,618,48.05407969639469,0.6673866090712743,7.138519924098672,0.5863377609108159,7524,40,0.03510436432637571,11249.53
Direct,20250321,925,1027,631,49.16358325219085,0.6821621621621622,7.284323271665044,0.6144109055501461,7481,39,0.03700097370983447,7378.95
Property WiFi    ,20250108,923,1050,86,2.5961904761904764,0.09317443120260022,2.9914285714285715,0.08190476190476191,3141,0,0,0
Referral,20250328,919,929,34,3.0365984930032295,0.036996735582154515,3.194833153928956,0.03659849300322928,2968,1,0.001076426264800861,328.47
Direct,20250227,910,1024,587,36.888671875,0.6450549450549451,6.099609375,0.5732421875,6246,22,0.017578125,5090.38
Direct,20250117,907,1004,522,42.83565737051793,0.5755237045203969,7.453187250996016,0.5199203187250996,7483,27,0.0249003984063745,6714.98
Direct,20250313,907,1033,617,47.84027105517909,0.6802646085997794,7.196515004840271,0.5972894482090997,7434,26,0.022265246853823813,7093.31
Direct,20250328,906,1025,592,41.472195121951216,0.6534216335540839,6.5580487804878045,0.577560975609756,6722,22,0.01951219512195122,4333.78
Property WiFi    ,20250112,906,978,76,2.366053169734151,0.08388520971302428,3.023517382413088,0.07770961145194274,2957,0,0,0
Direct,20250305,902,1008,500,37.1656746031746,0.5543237250554324,6.431547619047619,0.49603174603174605,6483,22,0.01984126984126984,5117.55
Direct,20250327,901,1003,662,53.37886340977069,0.7347391786903441,7.711864406779661,0.6600199401794616,7735,28,0.0259222333000997,6458.68
